dataset,gap,window_id,start,MAE_EBM,RMSE_EBM,R2_EBM,CORR_EBM,MAE_AR2,CORR_AR2,MAE_Lin,UNC_mean,arch
chirp,10,0,240,0.3036770522594452,0.33453696966171265,0.6451310515403748,0.9426037669181824,0.045663364231586456,0.9951178431510925,0.5671055316925049,0.08086790144443512,lsm_rates
chirp,10,1,149,0.40442919731140137,0.44485199451446533,0.359790563583374,0.6382511258125305,0.04426245763897896,0.9954912662506104,0.6029084920883179,0.24433784186840057,lsm_rates
chirp,10,2,199,0.44502514600753784,0.5005958676338196,0.45483827590942383,0.8725324273109436,0.05201210826635361,0.9963117241859436,0.7566846609115601,0.2503882050514221,lsm_rates
chirp,10,3,132,0.49331769347190857,0.5647771954536438,0.4090290665626526,0.6436010003089905,0.04860437288880348,0.9974255561828613,0.7547295093536377,0.33406782150268555,lsm_rates
chirp,10,4,155,0.5731714963912964,0.63001549243927,0.4100651741027832,0.7563672661781311,0.06800819933414459,0.9962455630302429,0.8731831312179565,0.17262428998947144,lsm_rates
chirp,10,5,43,0.5364448428153992,0.6241762638092041,0.4472985863685608,0.6742139458656311,0.02348269149661064,0.9998415112495422,0.834471583366394,0.29061830043792725,lsm_rates
chirp,10,6,6,0.5324233770370483,0.6211877465248108,0.44150131940841675,0.7046307921409607,0.03514088690280914,0.9995739459991455,0.8637102246284485,0.18420709669589996,lsm_rates
chirp,10,7,179,0.48006877303123474,0.5381109118461609,0.1663568615913391,0.6767213344573975,0.08911143243312836,0.9861347079277039,0.7496652007102966,0.11426392942667007,lsm_rates
chirp,10,8,185,0.44384050369262695,0.5033520460128784,0.08153623342514038,0.7273297905921936,0.09853310883045197,0.9734688401222229,0.769305408000946,0.08567166328430176,lsm_rates
chirp,10,9,67,0.35650351643562317,0.40001389384269714,0.4710330367088318,0.7880082130432129,0.03719072416424751,0.9981341361999512,0.6734122037887573,0.11480428278446198,lsm_rates
chirp,20,0,148,0.44830814003944397,0.5055147409439087,0.17824381589889526,0.5753448009490967,0.32835304737091064,0.7195967435836792,0.8116752505302429,0.13072967529296875,lsm_rates
chirp,20,1,145,0.2969059348106384,0.34260740876197815,0.6582518815994263,0.886754035949707,0.10094430297613144,0.9785270094871521,0.5756179094314575,0.15022996068000793,lsm_rates
chirp,20,2,218,0.575620710849762,0.6501145958900452,0.1613495945930481,0.5092931985855103,0.4865199625492096,0.6114734411239624,0.9230729341506958,0.19292058050632477,lsm_rates
chirp,20,3,28,0.4608134627342224,0.5369200706481934,0.3068110942840576,0.6482639312744141,0.3261867165565491,0.7927315831184387,0.9832935333251953,0.126128688454628,lsm_rates
chirp,20,4,208,0.6441524028778076,0.737006425857544,0.24008244276046753,0.570446252822876,0.6065660715103149,0.560656726360321,1.1218886375427246,0.17765483260154724,lsm_rates
chirp,20,5,38,0.6004947423934937,0.6632840633392334,0.3920191526412964,0.8157472610473633,0.07257948815822601,0.9979915618896484,0.8177871704101562,0.08641593158245087,lsm_rates
chirp,20,6,158,0.5070260167121887,0.5729319453239441,0.3950125575065613,0.7047739028930664,0.2454012930393219,0.916748046875,0.8258336186408997,0.11193148046731949,lsm_rates
chirp,20,7,179,0.4165918231010437,0.4739512801170349,0.3846049904823303,0.646221399307251,0.1766098439693451,0.936348557472229,0.6543828248977661,0.08255774527788162,lsm_rates
chirp,20,8,20,0.3950407803058624,0.4465281367301941,0.5082565546035767,0.7771676182746887,0.1461971253156662,0.9683322310447693,0.7068697214126587,0.16885113716125488,lsm_rates
chirp,20,9,84,0.3492172360420227,0.4068335294723511,0.4863508939743042,0.7117516398429871,0.09373202919960022,0.9826571941375732,0.6038154363632202,0.10483155399560928,lsm_rates
chirp,50,0,35,0.6615755558013916,0.7638241648674011,-0.4847981929779053,-0.14431855082511902,0.5741742849349976,0.048346467316150665,0.851490318775177,0.1536131352186203,lsm_rates
chirp,50,1,8,0.6565279364585876,0.7444548010826111,-0.6642907857894897,-0.24265392124652863,0.5067086219787598,0.215142160654068,0.6601512432098389,0.15950265526771545,lsm_rates
chirp,50,2,138,0.7163483500480652,0.8065494894981384,-0.47398483753204346,-0.2514093816280365,0.6188449263572693,0.10747866332530975,0.6970342397689819,0.10171151906251907,lsm_rates
chirp,50,3,130,0.6582064032554626,0.7429372072219849,0.054768264293670654,0.26558592915534973,0.600323498249054,0.3758241534233093,0.7758808135986328,0.1211809366941452,lsm_rates
chirp,50,4,63,0.8060750365257263,0.9073480367660522,-0.28668367862701416,-0.10063211619853973,0.6961471438407898,0.21821381151676178,0.8705587983131409,0.12147662043571472,lsm_rates
chirp,50,5,48,0.5761145949363708,0.6386695504188538,0.4349905252456665,0.8642956018447876,0.35279083251953125,0.8883506655693054,0.8237278461456299,0.07629096508026123,lsm_rates
chirp,50,6,142,0.7848280072212219,0.8819707632064819,-0.45451414585113525,-0.28189486265182495,0.6656678915023804,0.05927840620279312,0.9538366794586182,0.09985644370317459,lsm_rates
chirp,50,7,32,0.434630423784256,0.4943072199821472,0.5443958044052124,0.8650982975959778,0.251755952835083,0.9326876997947693,0.6752387881278992,0.11479180306196213,lsm_rates
chirp,50,8,34,0.6733638048171997,0.7697437405586243,-0.5651586055755615,-0.2568082809448242,0.558091938495636,0.1248989924788475,0.7557029724121094,0.11011884361505508,lsm_rates
chirp,50,9,93,0.6089677214622498,0.6999010443687439,-0.49542248249053955,-0.12480047345161438,0.5162605047225952,0.12814931571483612,0.7229021191596985,0.11305754631757736,lsm_rates
