dataset,gap,window_id,start,MAE_EBM,RMSE_EBM,R2_EBM,CORR_EBM,MAE_AR2,CORR_AR2,MAE_Lin,UNC_mean,arch
chirp,10,0,240,0.5270786285400391,0.5655412077903748,-0.014164090156555176,0.7572647333145142,0.045663364231586456,0.9951178431510925,0.5671055316925049,0.0021265328396111727,softsign_raw
chirp,10,1,149,0.4526222348213196,0.5246586799621582,0.10947781801223755,0.41637739539146423,0.04426245763897896,0.9954912662506104,0.6029084920883179,0.014139140024781227,softsign_raw
chirp,10,2,199,0.6479305624961853,0.7041273713111877,-0.07858216762542725,0.3891698122024536,0.05201210826635361,0.9963117241859436,0.7566846609115601,0.0038848347030580044,softsign_raw
chirp,10,3,132,0.60672527551651,0.6834618449211121,0.13455331325531006,0.4543808400630951,0.04860437288880348,0.9974255561828613,0.7547295093536377,0.01849265955388546,softsign_raw
chirp,10,4,155,0.7119693756103516,0.81671142578125,0.008622884750366211,0.4257446527481079,0.06800819933414459,0.9962455630302429,0.8731831312179565,0.010649762116372585,softsign_raw
chirp,10,5,43,0.6795040965080261,0.7825418710708618,0.13125717639923096,0.4982365667819977,0.02348269149661064,0.9998415112495422,0.834471583366394,0.022497301921248436,softsign_raw
chirp,10,6,6,0.7059335708618164,0.784621000289917,0.10896176099777222,0.6138739585876465,0.03514088690280914,0.9995739459991455,0.8637102246284485,0.009097789414227009,softsign_raw
chirp,10,7,179,0.5479215383529663,0.6056390404701233,-0.05600094795227051,0.4281671643257141,0.08911143243312836,0.9861347079277039,0.7496652007102966,0.00862086471170187,softsign_raw
chirp,10,8,185,0.49541202187538147,0.554008424282074,-0.11263096332550049,0.3449346423149109,0.09853310883045197,0.9734688401222229,0.769305408000946,0.00589327234774828,softsign_raw
chirp,10,9,67,0.4921175539493561,0.5424831509590149,0.02713865041732788,0.5465216040611267,0.03719072416424751,0.9981341361999512,0.6734122037887573,0.0061163222417235374,softsign_raw
chirp,20,0,148,0.48646169900894165,0.547742486000061,0.03522014617919922,0.3858718276023865,0.32835304737091064,0.7195967435836792,0.8116752505302429,0.006736924406141043,softsign_raw
chirp,20,1,145,0.4975765347480774,0.5496574640274048,0.12037628889083862,0.746084988117218,0.10094430297613144,0.9785270094871521,0.5756179094314575,0.003854683367535472,softsign_raw
chirp,20,2,218,0.6091421246528625,0.6983442306518555,0.03230118751525879,0.3903455436229706,0.4865199625492096,0.6114734411239624,0.9230729341506958,0.01036614365875721,softsign_raw
chirp,20,3,28,0.5552070736885071,0.6150659918785095,0.09034693241119385,0.47627437114715576,0.3261867165565491,0.7927315831184387,0.9832935333251953,0.0074667311273515224,softsign_raw
chirp,20,4,208,0.7217710614204407,0.8145624995231628,0.07173329591751099,0.44594866037368774,0.6065660715103149,0.560656726360321,1.1218886375427246,0.008721048012375832,softsign_raw
chirp,20,5,38,0.7622694969177246,0.8403246998786926,0.02414560317993164,0.19991551339626312,0.07257948815822601,0.9979915618896484,0.8177871704101562,0.008185891434550285,softsign_raw
chirp,20,6,158,0.6430238485336304,0.7125576734542847,0.06420594453811646,0.3408336639404297,0.2454012930393219,0.916748046875,0.8258336186408997,0.006423729006201029,softsign_raw
chirp,20,7,179,0.5242900848388672,0.5901541709899902,0.045847952365875244,0.2373267263174057,0.1766098439693451,0.936348557472229,0.6543828248977661,0.006221464369446039,softsign_raw
chirp,20,8,20,0.5455952882766724,0.6036143898963928,0.10141319036483765,0.5644192099571228,0.1461971253156662,0.9683322310447693,0.7068697214126587,0.008771239779889584,softsign_raw
chirp,20,9,84,0.48776882886886597,0.5364390015602112,0.10695421695709229,0.4644761383533478,0.09373202919960022,0.9826571941375732,0.6038154363632202,0.005742596462368965,softsign_raw
chirp,50,0,35,0.5794673562049866,0.648915708065033,-0.07166051864624023,-0.18492130935192108,0.5741742849349976,0.048346467316150665,0.851490318775177,0.016858218237757683,softsign_raw
chirp,50,1,8,0.5467973351478577,0.610584020614624,-0.11954975128173828,-0.3023044466972351,0.5067086219787598,0.215142160654068,0.6601512432098389,0.008393887430429459,softsign_raw
chirp,50,2,138,0.620771050453186,0.6877699494361877,-0.0718088150024414,-0.2633335292339325,0.6188449263572693,0.10747866332530975,0.6970342397689819,0.005900747608393431,softsign_raw
chirp,50,3,130,0.6819314360618591,0.757066011428833,0.01847440004348755,0.16724011301994324,0.600323498249054,0.3758241534233093,0.7758808135986328,0.0032655864488333464,softsign_raw
chirp,50,4,63,0.7341160774230957,0.8175985813140869,-0.044730305671691895,-0.14518599212169647,0.6961471438407898,0.21821381151676178,0.8705587983131409,0.009439165703952312,softsign_raw
chirp,50,5,48,0.7435142397880554,0.8209076523780823,0.06654828786849976,0.6031820774078369,0.35279083251953125,0.8883506655693054,0.8237278461456299,0.003935965709388256,softsign_raw
chirp,50,6,142,0.6862233877182007,0.764213502407074,-0.092041015625,-0.29397323727607727,0.6656678915023804,0.05927840620279312,0.9538366794586182,0.007836087606847286,softsign_raw
chirp,50,7,32,0.6190874576568604,0.6875677108764648,0.11849510669708252,0.8132420778274536,0.251755952835083,0.9326876997947693,0.6752387881278992,0.0071947891265153885,softsign_raw
chirp,50,8,34,0.5782575011253357,0.643834114074707,-0.09499955177307129,-0.25720569491386414,0.558091938495636,0.1248989924788475,0.7557029724121094,0.006202224642038345,softsign_raw
chirp,50,9,93,0.5236462950706482,0.5866803526878357,-0.050736069679260254,-0.14173223078250885,0.5162605047225952,0.12814931571483612,0.7229021191596985,0.005786878988146782,softsign_raw
