dataset,gap,window_id,start,MAE_EBM,RMSE_EBM,R2_EBM,MAE_AR2,MAE_Lin,UNC_mean,arch
chirp,10,0,240,0.5067347288131714,0.5422455668449402,0.06766539812088013,0.045663364231586456,0.5671055316925049,0.003631678642705083,tanh_raw
chirp,10,1,149,0.44164904952049255,0.5072970390319824,0.16743969917297363,0.04426245763897896,0.6029084920883179,0.013941792771220207,tanh_raw
chirp,10,2,199,0.6162889003753662,0.6724483370780945,0.01628655195236206,0.05201210826635361,0.7566846609115601,0.0045070527121424675,tanh_raw
chirp,10,3,132,0.5904290080070496,0.6689760684967041,0.17085015773773193,0.04860437288880348,0.7547295093536377,0.014333155937492847,tanh_raw
chirp,10,4,155,0.6972161531448364,0.7940680384635925,0.06283289194107056,0.06800819933414459,0.8731831312179565,0.014343437738716602,tanh_raw
chirp,10,5,43,0.6709803938865662,0.7696576714515686,0.15962857007980347,0.02348269149661064,0.834471583366394,0.01935419626533985,tanh_raw
chirp,10,6,6,0.6962664723396301,0.7761526703834534,0.12809187173843384,0.03514088690280914,0.8637102246284485,0.009204473346471786,tanh_raw
chirp,10,7,179,0.5249081254005432,0.5835481882095337,0.019629955291748047,0.08911143243312836,0.7496652007102966,0.010829683393239975,tanh_raw
chirp,10,8,185,0.4751027226448059,0.5327613353729248,-0.028925180435180664,0.09853310883045197,0.769305408000946,0.006196560803800821,tanh_raw
chirp,10,9,67,0.4768923819065094,0.523461103439331,0.09416890144348145,0.03719072416424751,0.6734122037887573,0.006276772823184729,tanh_raw
chirp,20,0,148,0.4740760922431946,0.533959686756134,0.08316272497177124,0.32835304737091064,0.8116752505302429,0.005716760642826557,tanh_raw
chirp,20,1,145,0.4849879741668701,0.5339755415916443,0.1698521375656128,0.10094430297613144,0.5756179094314575,0.005046130158007145,tanh_raw
chirp,20,2,218,0.6062842011451721,0.6828593611717224,0.07474023103713989,0.4865199625492096,0.9230729341506958,0.0056661744602024555,tanh_raw
chirp,20,3,28,0.5498274564743042,0.6071934700012207,0.11348402500152588,0.3261867165565491,0.9832935333251953,0.00996893085539341,tanh_raw
chirp,20,4,208,0.7173413038253784,0.8074008822441101,0.08798420429229736,0.6065660715103149,1.1218886375427246,0.011788511648774147,tanh_raw
chirp,20,5,38,0.7407280206680298,0.8138899803161621,0.08457612991333008,0.07257948815822601,0.8177871704101562,0.00765204057097435,tanh_raw
chirp,20,6,158,0.6315522789955139,0.6971361637115479,0.10427337884902954,0.2454012930393219,0.8258336186408997,0.0056525105610489845,tanh_raw
chirp,20,7,179,0.507864236831665,0.5734418630599976,0.09912323951721191,0.1766098439693451,0.6543828248977661,0.00703666964545846,tanh_raw
chirp,20,8,20,0.5375140309333801,0.5925199389457703,0.13414180278778076,0.1461971253156662,0.7068697214126587,0.017450373619794846,tanh_raw
chirp,20,9,84,0.47706976532936096,0.5252481698989868,0.14382576942443848,0.09373202919960022,0.6038154363632202,0.005910963285714388,tanh_raw
chirp,50,0,35,0.5758548974990845,0.6449195742607117,-0.05850231647491455,0.5741742849349976,0.851490318775177,0.031588055193424225,tanh_raw
chirp,50,1,8,0.5428325533866882,0.602932870388031,-0.0916677713394165,0.5067086219787598,0.6601512432098389,0.024227745831012726,tanh_raw
chirp,50,2,138,0.6180194616317749,0.6854551434516907,-0.0646061897277832,0.6188449263572693,0.6970342397689819,0.006573815830051899,tanh_raw
chirp,50,3,130,0.6773552894592285,0.753221333026886,0.028418302536010742,0.600323498249054,0.7758808135986328,0.004273721482604742,tanh_raw
chirp,50,4,63,0.7304104566574097,0.8129538297653198,-0.032894015312194824,0.6961471438407898,0.8705587983131409,0.023819198831915855,tanh_raw
chirp,50,5,48,0.7322545647621155,0.8083865642547607,0.09480637311935425,0.35279083251953125,0.8237278461456299,0.005803612992167473,tanh_raw
chirp,50,6,142,0.6801919341087341,0.7582193613052368,-0.07497727870941162,0.6656678915023804,0.9538366794586182,0.005242009647190571,tanh_raw
chirp,50,7,32,0.6120300889015198,0.6799928545951843,0.13781100511550903,0.251755952835083,0.6752387881278992,0.02425495535135269,tanh_raw
chirp,50,8,34,0.5718512535095215,0.6381553411483765,-0.07576858997344971,0.558091938495636,0.7557029724121094,0.009917095303535461,tanh_raw
chirp,50,9,93,0.5233056545257568,0.5858614444732666,-0.047804951667785645,0.5162605047225952,0.7229021191596985,0.007172825280576944,tanh_raw
