dataset,gap,window_id,start,MAE_EBM,RMSE_EBM,R2_EBM,MAE_AR2,MAE_Lin,UNC_mean,arch
ecg,10,0,53,0.9876967668533325,1.4199395179748535,-0.25293612480163574,0.9780952334403992,0.991486668586731,0.08412647247314453,tanh_raw
ecg,10,1,70,1.038012981414795,1.4729565382003784,-0.3050234317779541,1.0250517129898071,1.0274240970611572,0.03672182932496071,tanh_raw
ecg,10,2,164,1.0342196226119995,1.4488931894302368,-0.29302191734313965,1.0101288557052612,1.0065456628799438,0.02406228706240654,tanh_raw
ecg,10,3,112,0.9767870903015137,1.4805078506469727,-0.2832545042037964,0.9574877023696899,0.9905315637588501,0.046071358025074005,tanh_raw
ecg,10,4,59,0.9497017860412598,1.4426003694534302,-0.280190110206604,0.9417179226875305,0.9596951603889465,0.056629281491041183,tanh_raw
ecg,10,5,161,0.8985496759414673,1.2531298398971558,0.05085998773574829,0.9613601565361023,1.0352461338043213,0.038211070001125336,tanh_raw
ecg,10,6,33,0.9225500226020813,1.3257242441177368,-0.06229352951049805,0.9547193646430969,1.0352461338043213,0.01633330062031746,tanh_raw
ecg,10,7,52,1.0146477222442627,1.4331269264221191,-0.23774075508117676,0.9817485809326172,1.0284199714660645,0.12786778807640076,tanh_raw
ecg,10,8,148,0.9022735357284546,1.284687876701355,0.0018134117126464844,0.9384809732437134,1.0010497570037842,0.05214672163128853,tanh_raw
ecg,10,9,20,0.9096773266792297,1.3724194765090942,-0.13917434215545654,0.9422805905342102,1.0010497570037842,0.015792332589626312,tanh_raw
ecg,10,10,44,0.9816358685493469,1.4834474325180054,-0.3623948097229004,0.9471737742424011,0.9965078234672546,0.07304922491312027,tanh_raw
ecg,10,11,136,1.0019526481628418,1.4151092767715454,-0.17481040954589844,0.9856148958206177,1.0223727226257324,0.03659747168421745,tanh_raw
ecg,10,12,8,0.9547246694564819,1.3643598556518555,-0.09205806255340576,0.9929319620132446,1.0223727226257324,0.008585728704929352,tanh_raw
ecg,10,13,101,1.0012099742889404,1.4759607315063477,-0.23442590236663818,0.956800103187561,1.018674612045288,0.10009808838367462,tanh_raw
ecg,10,14,120,0.9760883450508118,1.4719809293746948,-0.29441285133361816,0.9538291096687317,0.9969496726989746,0.076785147190094,tanh_raw
ecg,10,15,133,1.0384973287582397,1.428643822669983,-0.1855829954147339,1.0296714305877686,1.0316240787506104,0.05117524787783623,tanh_raw
ecg,10,16,75,0.99627685546875,1.4635021686553955,-0.29889631271362305,0.9842883348464966,1.0014803409576416,0.04572223871946335,tanh_raw
ecg,10,17,157,0.8659552335739136,1.2403404712677002,0.0960267186164856,0.9499903917312622,1.0125298500061035,0.0720604658126831,tanh_raw
ecg,10,18,29,0.9118152856826782,1.3745182752609253,-0.11013233661651611,0.9497319459915161,1.0125298500061035,0.02392474375665188,tanh_raw
ecg,10,19,45,0.9520857930183411,1.4506442546844482,-0.3073885440826416,0.9489763975143433,0.9766092300415039,0.06302224099636078,tanh_raw
ecg,10,20,144,0.9950507283210754,1.4461098909378052,-0.24959230422973633,0.9703483581542969,0.9923335909843445,0.09314771741628647,tanh_raw
ecg,10,21,16,0.9331890344619751,1.3459888696670532,-0.08255171775817871,0.9781008958816528,0.9923335909843445,0.012039338238537312,tanh_raw
ecg,10,22,99,0.9906423687934875,1.4637386798858643,-0.3139735460281372,0.9889557957649231,1.0053374767303467,0.05478442832827568,tanh_raw
ecg,10,23,113,0.9637774229049683,1.4775277376174927,-0.3350600004196167,0.9477189779281616,0.9760578870773315,0.012708837166428566,tanh_raw
ecg,10,24,54,0.9146479368209839,1.4390016794204712,-0.3049272298812866,0.8860886693000793,0.946820855140686,0.048956528306007385,tanh_raw
ecg,10,25,72,0.9896539449691772,1.4575618505477905,-0.3087550401687622,0.9519587755203247,1.0095679759979248,0.0824013352394104,tanh_raw
ecg,10,26,96,0.9682623744010925,1.4682735204696655,-0.29394376277923584,0.9421817660331726,0.9896750450134277,0.04420415684580803,tanh_raw
