dataset,gap,window_id,start,MAE_EBM,RMSE_EBM,R2_EBM,MAE_AR2,MAE_Lin,UNC_mean,arch
ecg,10,0,53,0.9954388737678528,1.5092835426330566,-0.415568470954895,0.9780952334403992,0.991486668586731,0.2095622718334198,tanh_pca
ecg,10,1,70,1.0540817975997925,1.5647279024124146,-0.4727061986923218,1.0250517129898071,1.0274240970611572,0.18266631662845612,tanh_pca
ecg,10,2,164,1.0411583185195923,1.5146031379699707,-0.4129631519317627,1.0101288557052612,1.0065456628799438,0.14887294173240662,tanh_pca
ecg,10,3,112,1.021911382675171,1.572080135345459,-0.44690728187561035,0.9574877023696899,0.9905315637588501,0.17498067021369934,tanh_pca
ecg,10,4,59,1.0167838335037231,1.5536993741989136,-0.48496556282043457,0.9417179226875305,0.9596951603889465,0.19877398014068604,tanh_pca
ecg,10,5,161,0.821219801902771,1.0620061159133911,0.3183017373085022,0.9613601565361023,1.0352461338043213,0.6583828330039978,tanh_pca
ecg,10,6,33,0.9299920797348022,1.288151741027832,-0.0029336214065551758,0.9547193646430969,1.0352461338043213,0.12419619411230087,tanh_pca
ecg,10,7,52,1.0294663906097412,1.5245083570480347,-0.4006187915802002,0.9817485809326172,1.0284199714660645,0.26477426290512085,tanh_pca
ecg,10,8,148,0.8613916635513306,1.1332248449325562,0.22330838441848755,0.9384809732437134,1.0010497570037842,0.4227827489376068,tanh_pca
ecg,10,9,20,0.9395294189453125,1.3856698274612427,-0.16127729415893555,0.9422805905342102,1.0010497570037842,0.06452316790819168,tanh_pca
ecg,10,10,44,1.0462064743041992,1.5699456930160522,-0.5259064435958862,0.9471737742424011,0.9965078234672546,0.13545025885105133,tanh_pca
ecg,10,11,136,0.9917005300521851,1.5189164876937866,-0.3534919023513794,0.9856148958206177,1.0223727226257324,0.15231254696846008,tanh_pca
ecg,10,12,8,0.9795315861701965,1.3379212617874146,-0.050144314765930176,0.9929319620132446,1.0223727226257324,0.16978254914283752,tanh_pca
ecg,10,13,101,1.0306355953216553,1.573224425315857,-0.40248048305511475,0.956800103187561,1.018674612045288,0.44637995958328247,tanh_pca
ecg,10,14,120,1.0159218311309814,1.5487462282180786,-0.4329432249069214,0.9538291096687317,0.9969496726989746,0.17945559322834015,tanh_pca
ecg,10,15,133,1.0553789138793945,1.561962604522705,-0.4171808958053589,1.0296714305877686,1.0316240787506104,0.21249225735664368,tanh_pca
ecg,10,16,75,1.0145690441131592,1.5347915887832642,-0.4285210371017456,0.9842883348464966,1.0014803409576416,0.12116535007953644,tanh_pca
ecg,10,17,157,0.7647215127944946,0.9732248783111572,0.44345515966415405,0.9499903917312622,1.0125298500061035,0.838334858417511,tanh_pca
ecg,10,18,29,0.9227348566055298,1.36368989944458,-0.09271025657653809,0.9497319459915161,1.0125298500061035,0.274036705493927,tanh_pca
ecg,10,19,45,1.0139986276626587,1.5281215906143188,-0.4507702589035034,0.9489763975143433,0.9766092300415039,0.13474442064762115,tanh_pca
ecg,10,20,144,0.9971062541007996,1.5398130416870117,-0.41677772998809814,0.9703483581542969,0.9923335909843445,0.257083535194397,tanh_pca
ecg,10,21,16,0.9549355506896973,1.3378478288650513,-0.06949615478515625,0.9781008958816528,0.9923335909843445,0.12125198543071747,tanh_pca
ecg,10,22,99,1.0170228481292725,1.5468080043792725,-0.4673454761505127,0.9889557957649231,1.0053374767303467,0.15613825619220734,tanh_pca
ecg,10,23,113,1.005613923072815,1.5401967763900757,-0.4507143497467041,0.9477189779281616,0.9760578870773315,0.21230490505695343,tanh_pca
ecg,10,24,54,0.9732608795166016,1.5187368392944336,-0.45354604721069336,0.8860886693000793,0.946820855140686,0.1314667910337448,tanh_pca
ecg,10,25,72,1.03709077835083,1.5544424057006836,-0.48851633071899414,0.9519587755203247,1.0095679759979248,1.8883447647094727,tanh_pca
ecg,10,26,96,1.0169090032577515,1.5636069774627686,-0.4674273729324341,0.9421817660331726,0.9896750450134277,0.16013070940971375,tanh_pca
ecg,10,27,180,1.203559160232544,1.4529622793197632,-0.23183631896972656,0.9933772087097168,1.0435577630996704,0.7158416509628296,tanh_pca
ecg,10,28,52,1.050990343093872,1.5755980014801025,-0.448555588722229,0.9848855137825012,1.0435577630996704,0.1641838550567627,tanh_pca
ecg,10,29,60,1.001857876777649,1.5395426750183105,-0.49044883251190186,0.9569239616394043,0.9685689210891724,0.28558093309402466,tanh_pca
ecg,10,30,136,0.7460671663284302,0.9160416126251221,0.4812650680541992,0.9360902905464172,0.9718755483627319,0.9246142506599426,tanh_pca
ecg,10,31,8,0.9396637082099915,1.3261433839797974,-0.087166428565979,0.9379141926765442,0.9718755483627319,0.1614452749490738,tanh_pca
ecg,10,32,151,0.9707423448562622,1.2028396129608154,0.12974858283996582,0.9530218839645386,0.9793329238891602,0.7156071066856384,tanh_pca
ecg,10,33,23,0.9205957651138306,1.2993258237838745,-0.015466094017028809,0.9525197744369507,0.9793329238891602,0.16137561202049255,tanh_pca
ecg,10,34,173,0.9958670735359192,1.2471343278884888,0.04714822769165039,0.9961700439453125,0.9987794160842896,0.8089038729667664,tanh_pca
ecg,10,35,117,0.9609023928642273,1.4718385934829712,-0.40564143657684326,0.9437485933303833,0.9453306198120117,0.08486492931842804,tanh_pca
ecg,10,36,130,1.1740953922271729,1.4340742826461792,-0.26452481746673584,0.9733227491378784,0.9654175639152527,0.84949791431427,tanh_pca
ecg,10,37,71,1.039799690246582,1.5496621131896973,-0.40816450119018555,1.033079743385315,1.028121829032898,0.0867948904633522,tanh_pca
